"entrezID","genename"
"8615","USO1"
"8618","CADPS"
"8620","NPFF"
"8621","CDC2L5"
"8622","PDE8B"
"8623","ASMTL"
"8624","PSMG1"
"8625","RFXANK"
"8626","TP63"
"8629","JRK"
"8630","HSD17B6"
"8631","SKAP1"
"8632","DNAH17"
"8633","UNC5C"
"8634","RTCD1"
"8635","RNASET2"
"8636","SSNA1"
"8637","EIF4EBP3"
"8638","OASL"
"8639","AOC3"
"8641","PCDHGB4"
"8642","DCHS1"
"8643","PTCH2"
"8644","AKR1C3"
"8645","KCNK5"
"8646","CHRD"
"8647","ABCB11"
"8648","NCOA1"
"8649","MAPKSP1"
"8650","NUMB"
"8651","SOCS1"
"8653","DDX3Y"
"8654","PDE5A"
"8655","DYNLL1"
"8658","TNKS"
"8659","ALDH4A1"
"8660","IRS2"
"8661","EIF3A"
"8662","EIF3B"
"8663","EIF3C"
"8664","EIF3D"
"8665","EIF3F"
"8666","EIF3G"
"8667","EIF3H"
"8668","EIF3I"
"8669","EIF3J"
"8671","SLC4A4"
"8672","EIF4G3"
"8673","VAMP8"
"8674","VAMP4"
"8675","STX16"
"8676","STX11"
"8677","STX10"
"8678","BECN1"
"8681","JMJD7-PLA2G4B"
"8682","PEA15"
"8683","SFRS9"
"8685","MARCO"
"8687","KRT38"
"8688","KRT37"
"8689","KRT36"
"8690","JRKL"
"8692","HYAL2"
"8693","GALNT4"
"8694","DGAT1"
"8697","CDC23"
"8698","S1PR4"
"8701","DNAH11"
"8702","B4GALT4"
"8703","B4GALT3"
"8704","B4GALT2"
"8705","B3GALT4"
"8706","B3GALNT1"
"8707","B3GALT2"
"8708","B3GALT1"
"8710","SERPINB7"
"8711","TNK1"
"8712","PAGE1"
"8714","ABCC3"
"8715","NOL4"
"8717","TRADD"
"8718","TNFRSF25"
"8720","MBTPS1"
"8721","EDF1"
"8722","CTSF"
"8723","SNX4"
"8724","SNX3"
"8725","C19orf2"
"8726","EED"
"8727","CTNNAL1"
"8728","ADAM19"
"8729","GBF1"
"8731","RNMT"
"8732","RNGTT"
"8733","GPAA1"
"8735","MYH13"
"8736","MYOM1"
"8737","RIPK1"
"8738","CRADD"
"8739","HRK"
"8740","TNFSF14"
"8741","TNFSF13"
"8742","TNFSF12"
"8743","TNFSF10"
"8744","TNFSF9"
"8745","ADAM23"
"8747","ADAM21"
"8748","ADAM20"
"8749","ADAM18"
"8751","ADAM15"
"8754","ADAM9"
"8756","ADAM7"
"8760","CDS2"
"8761","PABPC4"
"8763","CD164"
"8764","TNFRSF14"
"8766","RAB11A"
"8767","RIPK2"
"8771","TNFRSF6B"
"8772","FADD"
"8773","SNAP23"
"8774","NAPG"
"8775","NAPA"
"8776","MTMR1"
"8777","MPDZ"
"8778","SIGLEC5"
"8780","RIOK3"
"8784","TNFRSF18"
"8785","MATN4"
"8786","RGS11"
"8787","RGS9"
"8788","DLK1"
"8789","FBP2"
"8790","FPGT"
"8792","TNFRSF11A"
"8793","TNFRSF10D"
"8794","TNFRSF10C"
"8795","TNFRSF10B"
"8796","SCEL"
"8797","TNFRSF10A"
"8798","DYRK4"
"8799","PEX11B"
"8800","PEX11A"
"8801","SUCLG2"
"8802","SUCLG1"
"8803","SUCLA2"
"8804","CREG1"
"8805","TRIM24"
"8807","IL18RAP"
"8808","IL1RL2"
"8809","IL18R1"
"8811","GALR2"
"8812","CCNK"
"8813","DPM1"
"8814","CDKL1"
"8815","BANF1"
"8816","WDR22"
"8817","FGF18"
"8818","DPM2"
"8819","SAP30"
"8820","HESX1"
"8821","INPP4B"
"8822","FGF17"
"8823","FGF16"
"8824","CES2"
"8825","LIN7A"
"8826","IQGAP1"
"8828","NRP2"
"8829","NRP1"
"8831","SYNGAP1"
"8832","CD84"
"8833","GMPS"
"8834","TMEM11"
"8835","SOCS2"
"8836","GGH"
"8837","CFLAR"
"8838","WISP3"
"8839","WISP2"
"8840","WISP1"
"8841","HDAC3"
"8842","PROM1"
"8843","NIACR2"
"8844","KSR1"
"8846","ALKBH1"
"8848","TSC22D1"
"8850","KAT2B"
"8851","CDK5R1"
"8852","AKAP4"
"8853","ASAP2"
"8854","ALDH1A2"
"8856","NR1I2"
"8857","FCGBP"
"8858","PROZ"
"8859","STK19"
"8861","LDB1"
"8862","APLN"
"8863","PER3"
"8864","PER2"
"8867","SYNJ1"
"8869","ST3GAL5"
"8870","IER3"
"8871","SYNJ2"
"8872","CDC123"
"8874","ARHGEF7"
"8875","VNN2"
"8876","VNN1"
"8877","SPHK1"
"8878","SQSTM1"
"8879","SGPL1"
"8880","FUBP1"
"8881","CDC16"
"8882","ZNF259"
"8883","NAE1"
"8884","SLC5A6"
"8886","DDX18"
"8887","TAX1BP1"
"8888","MCM3AP"
"8890","EIF2B4"
"8891","EIF2B3"
"8892","EIF2B2"
"8893","EIF2B5"
"8894","EIF2S2"
"8895","CPNE3"
"8896","BUD31"
"8897","MTMR3"
"8898","MTMR2"
"8899","PRPF4B"
"8900","CCNA1"
"8904","CPNE1"
"8905","AP1S2"
"8906","AP1G2"
"8907","AP1M1"
"8908","GYG2"
"8909","P11"
"8910","SGCE"
"8911","CACNA1I"
"8912","CACNA1H"
"8913","CACNA1G"
"8914","TIMELESS"
"8915","BCL10"
"8916","HERC3"
"8924","HERC2"
"8925","HERC1"
"8926","SNURF"
"8927","BSN"
"8928","FOXH1"
"8929","PHOX2B"
"8930","MBD4"
"8932","MBD2"
"8933","FAM127A"
"8934","RAB7L1"
"8935","SKAP2"
"8936","WASF1"
"8938","BAIAP3"
"8939","FUBP3"
"8940","TOP3B"
"8941","CDK5R2"
"8942","KYNU"
"8943","AP3D1"
"8945","BTRC"
"8968","HIST1H3F"
"8969","HIST1H2AG"
"8970","HIST1H2BJ"
"8971","H1FX"
"8972","MGAM"
"8973","CHRNA6"
"8974","P4HA2"
"8975","USP13"
"8976","WASL"
"8985","PLOD3"
"8986","RPS6KA4"
"8987","STBD1"
"8988","HSPB3"
"8989","TRPA1"
"8991","SELENBP1"
"8992","ATP6V0E1"
"8993","PGLYRP1"
"8994","LIMD1"
"8995","TNFSF18"
"8996","NOL3"
"8997","KALRN"
"8999","CDKL2"
"9001","HAP1"
"9002","F2RL3"
"9013","TAF1C"
"9014","TAF1B"
"9015","TAF1A"
"9016","SLC25A14"
"9019","MPZL1"
"9020","MAP3K14"
"9021","SOCS3"
"9022","CLIC3"
"9023","CH25H"
"9024","BRSK2"
"9025","RNF8"
"9026","HIP1R"
"9027","NAT8"
"9028","RHBDL1"
"9031","BAZ1B"
"9032","TM4SF5"
"9033","PKD2L1"
"9034","CCRL2"
"9037","SEMA5A"
"9038","TAAR5"
"9039","UBA3"
"9040","UBE2M"
"9043","SPAG9"
"9044","BTAF1"
"9045","RPL14"
"9046","DOK2"
"9047","SH2D2A"
"9048","ARTN"
"9049","AIP"
"9050","PSTPIP2"
"9051","PSTPIP1"
"9052","GPRC5A"
"9053","MAP7"
"9054","NFS1"
"9055","PRC1"
"9056","SLC7A7"
"9057","SLC7A6"
"9058","SLC13A2"
"9060","PAPSS2"
"9061","PAPSS1"
"9063","PIAS2"
"9064","MAP3K6"
"9066","SYT7"
"9068","ANGPTL1"
"9069","CLDN12"
"9070","ASH2L"
"9071","CLDN10"
"9073","CLDN8"
"9074","CLDN6"
"9075","CLDN2"
"9076","CLDN1"
"9077","DIRAS3"
"9079","LDB2"
"9080","CLDN9"
"9081","PRY"
"9082","XKRY"
"9083","BPY2"
"9084","VCY"
"9085","CDY1"
"9086","EIF1AY"
"9087","TMSB4Y"
"9088","PKMYT1"
"9091","PIGQ"
"9092","SART1"
"9093","DNAJA3"
"9094","UNC119"
"9095","TBX19"
"9096","TBX18"
"9097","USP14"
"9098","USP6"
"9099","USP2"
"9100","USP10"
"9101","USP8"
"9103","FCGR2C"
"9104","RGN"
"9107","MTMR6"
"9108","MTMR7"
"9110","MTMR4"
"9111","NMI"
"9112","MTA1"
"9113","LATS1"
"9114","ATP6V0D1"
"9117","SEC22C"
"9118","INA"
"9119","KRT75"
"9120","SLC16A6"
"9121","SLC16A5"
"9122","SLC16A4"
"9123","SLC16A3"
"9124","PDLIM1"
"9125","RQCD1"
"9126","SMC3"
"9127","P2RX6"
"9128","PRPF4"
"9129","PRPF3"
"9130","FAM50A"
"9131","AIFM1"
"9132","KCNQ4"
"9133","CCNB2"
"9134","CCNE2"
"9135","RABEP1"
"9136","RRP9"
"9138","ARHGEF1"
"9139","CBFA2T2"
"9140","ATG12"
"9141","PDCD5"
"9142","CXorf1"
"9143","SYNGR3"
"9144","SYNGR2"
"9145","SYNGR1"
"9146","HGS"
"9147","SDCCAG1"
"9148","NEURL"
"9149","DYRK1B"
"9150","CTDP1"
"9152","SLC6A5"
"9153","SLC28A2"
"9154","SLC28A1"
"9156","EXO1"
"9158","FIBP"
"9159","PCSK7"
"9162","DGKI"
"9166","EBAG9"
"9167","COX7A2L"
"9168","TMSB10"
"9169","SFRS2IP"
"9170","LPAR2"
"9172","MYOM2"
"9173","IL1RL1"
"9175","MAP3K13"
"9177","HTR3B"
"9179","AP4M1"
"9180","OSMR"
"9181","ARHGEF2"
"9182","RASSF9"
"9183","ZW10"
"9184","BUB3"
"9185","REPS2"
"9187","SLC24A1"
"9188","DDX21"
"9189","ZBED1"
"9191","DEDD"
"9194","SLC16A7"
"9196","KCNAB3"
"9197","SLC33A1"
"9198","PTPLC"
"9200","PTPLA"
"9201","DCLK1"
"9202","ZMYM4"
"9203","ZMYM3"
"9204","ZMYM6"
"9205","ZMYM5"
"9208","LRRFIP1"
"9209","LRRFIP2"
"9210","BMP15"
"9211","LGI1"
"9212","AURKB"
"9213","XPR1"
"9214","FAIM3"
"9215","LARGE"
"9217","VAPB"
"9218","VAPA"
"9219","MTA2"
"9220","TIAF1"
"9221","NOLC1"
"9223","MAGI1"
"9227","LRAT"
"9228","DLGAP2"
"9229","DLGAP1"
"9230","RAB11B"
"9231","DLG5"
"9232","PTTG1"
"9235","IL32"
"9236","CCPG1"
"9238","TBRG4"
"9240","PNMA1"
"9241","NOG"
"9242","MSC"
"9244","CRLF1"
"9245","GCNT3"
"9246","UBE2L6"
"9247","GCM2"
"9248","GPR50"
"9249","DHRS3"
"9252","RPS6KA5"
"9253","NUMBL"
"9254","CACNA2D2"
"9255","SCYE1"
"9256","BZRAP1"
"9258","MFHAS1"
"9260","PDLIM7"
"9261","MAPKAPK2"
"9262","STK17B"
"9263","STK17A"
"9265","CYTH3"
"9266","CYTH2"
"9267","CYTH1"
"9270","ITGB1BP1"
"9271","PIWIL1"
"9274","BCL7C"
"9275","BCL7B"
"9276","COPB2"
"9277","WDR46"
"9278","ZBTB22"
"9279","GTF3BAP3"
"9280","GTF3BAP2"
"9281","GTF3BAP1"
"9282","MED14"
"9283","GPR37L1"
"9284","NPIP"
"9287","TAAR2"
"9289","GPR56"
"9290","GPR55"
"9293","GPR52"
"9294","S1PR2"
"9295","SFRS11"
"9296","ATP6V1F"
"9306","SOCS6"
"9308","CD83"
"9310","ZNF235"
"9311","ACCN3"
"9312","KCNB2"
"9313","MMP20"
"9314","KLF4"
"9315","C5orf13"
"9317","PTER"
"9318","COPS2"
"9319","TRIP13"
"9320","TRIP12"
"9321","TRIP11"
"9322","TRIP10"
"9324","HMGN3"
"9325","TRIP4"
"9326","ZNHIT3"
"9328","GTF3C5"
"9329","GTF3C4"
"9330","GTF3C3"
"9331","B4GALT6"
"9332","CD163"
"9333","TGM5"
"9334","B4GALT5"
"9337","CNOT8"
"9338","TCEAL1"
"9340","GLP2R"
"9341","VAMP3"
"9342","SNAP29"
"9343","EFTUD2"
"9344","TAOK2"
"9348","NDST3"
"9349","RPL23"
"9350","CER1"
"9351","SLC9A3R2"
"9352","TXNL1"
"9353","SLIT2"
"9354","UBE4A"
"9355","LHX2"
"9356","SLC22A6"
"9358","ITGBL1"
"9360","PPIG"
"9361","LONP1"
"9362","CPNE6"
"9363","RAB33A"
"9364","RAB28"
"9365","KL"
"9367","RAB9A"
"9368","SLC9A3R1"
"9369","NRXN3"
"9370","ADIPOQ"
"9371","KIF3B"
"9372","ZFYVE9"
"9373","PLAA"
"9374","PPT2"
"9375","TM9SF2"
"9376","SLC22A8"
"9377","COX5A"
"9378","NRXN1"
"9379","NRXN2"
"9380","GRHPR"
"9381","OTOF"
"9382","COG1"
"9388","LIPG"
"9389","SLC22A14"
"9390","SLC22A13"
"9391","CIAO1"
"9392","TGFBRAP1"
"9394","HS6ST1"
"9397","NMT2"
"9398","IGSF2"
"9399","STOML1"
"9400","RECQL5"
"9401","RECQL4"
"9402","GRAP2"
"9403","SEP15"
"9404","LPXN"
"9406","ZRANB2"
"9407","TMPRSS11D"
"9409","PEX16"
"9410","SNRNP40"
"9411","ARHGAP29"
"9412","MED21"
"9413","C9orf61"
"9414","TJP2"
"9415","FADS2"
"9416","DDX23"
"9419","CRIPT"
"9420","CYP7B1"
"9421","HAND1"
"9422","ZNF264"
"9423","NTN1"
"9424","KCNK6"
"9425","CDYL"
"9426","CDY2A"
"9427","ECEL1"
"9429","ABCG2"
"9435","CHST2"
"9436","NCR2"
"9437","NCR1"
"9439","MED23"
"9440","MED17"
"9441","MED26"
"9442","MED27"
"9443","MED7"
"9444","QKI"
"9445","ITM2B"
"9446","GSTO1"
"9447","AIM2"
"9448","MAP4K4"
"9450","LY86"
"9451","EIF2AK3"
"9452","ITM2A"
"9453","GGPS1"
"9454","HOMER3"
"9455","HOMER2"
"9456","HOMER1"
"9457","FHL5"
"9459","ARHGEF6"
"9462","RASAL2"
"9463","PICK1"
"9464","HAND2"
"9465","AKAP7"
"9466","IL27RA"
"9467","SH3BP5"
"9468","PCYT1B"
"9469","CHST3"
"9470","EIF4E2"
"9472","AKAP6"
"9473","C1orf38"
"9474","ATG5"
"9475","ROCK2"
"9476","NAPSA"
"9477","MED20"
"9478","CABP1"
"9479","MAPK8IP1"
"9480","ONECUT2"
"9481","SLC25A27"
"9482","STX8"
"9486","CHST10"
"9487","PIGL"
"9488","PIGB"
"9489","PGS1"
"9491","PSMF1"
"9493","KIF23"
"9495","AKAP5"
"9496","TBX4"
"9497","SLC4A7"
"9498","SLC4A8"
"9499","MYOT"
"9500","MAGED1"
"9501","RPH3AL"
"9502","XAGE2"
"9503","XAGE1D"
"9506","PAGE4"
"9507","ADAMTS4"
"9508","ADAMTS3"
"9509","ADAMTS2"
"9510","ADAMTS1"
"9512","PMPCB"
"9513","FXR2"
"9514","GAL3ST1"
"9515","STXBP5L"
"9516","LITAF"
"9517","SPTLC2"
"9518","GDF15"
"9519","TBPL1"
"9520","NPEPPS"
"9521","EEF1E1"
"9522","SCAMP1"
"9524","GPSN2"
"9525","VPS4B"
"9526","MPDU1"
"9527","GOSR1"
"9528","TMEM59"
"9529","BAG5"
"9530","BAG4"
"9531","BAG3"
"9532","BAG2"
"9533","POLR1C"
"9534","ZNF254"
"9535","GMFG"
"9536","PTGES"
"9537","TP53I11"
"9538","EI24"
"9540","TP53I3"
"9541","CIR"
"9542","NRG2"
"9543","IGDCC3"
"9545","RAB3D"
"9546","APBA3"
"9547","CXCL14"
"9550","ATP6V1G1"
"9551","ATP5J2"
"9552","SPAG7"
"9553","MRPL33"
"9554","SEC22B"
"9555","H2AFY"
"9556","C14orf2"
"9557","CHD1L"
"9559","VPS26A"
"9560","CCL4L1"
"9562","MINPP1"
"9563","H6PD"
"9564","BCAR1"
"9567","GTPBP1"
"9568","GABBR2"
"9569","GTF2IRD1"
"9570","GOSR2"
"9572","NR1D1"
"9573","GDF3"
"9575","CLOCK"
"9576","SPAG6"
"9577","BRE"
"9578","CDC42BPB"
"9580","SOX13"
"9581","PREPL"
"9582","APOBEC3B"
"9583","ENTPD4"
"9584","RBM39"
"9585","KIF20B"
"9586","CREB5"
"9587","MAD2L1BP"
"9588","PRDX6"
"9589","WTAP"
"9590","AKAP12"
"9592","IER2"
"9595","CYTIP"
"9600","PITPNM1"
"9601","PDIA4"
"9603","NFE2L3"
"9604","RNF14"
"9605","C16orf7"
"9607","CARTPT"
"9609","RAB36"
"9610","RIN1"
"9611","NCOR1"
"9612","NCOR2"
"9615","GDA"
"9616","RNF7"
"9617","MTRF1"
"9618","TRAF4"
"9619","ABCG1"
"9620","CELSR1"
"9622","KLK4"
"9623","TCL1B"
"9625","AATK"
"9626","GUCA1C"
"9627","SNCAIP"
"9628","RGS6"
"9630","GNA14"
"9631","NUP155"
"9632","SEC24C"
"9633","MTL5"
"9635","CLCA2"
"9636","ISG15"
"9637","FEZ2"
"9638","FEZ1"
"9639","ARHGEF10"
"9640","ZNF592"
"9641","IKBKE"
"9643","MORF4L2"
"9644","SH3PXD2A"
"9645","MICAL2"
"9646","CTR9"
"9647","PPM1F"
"9648","GCC2"
"9649","RALGPS1"
"9650","MTFR1"
"9651","PLCH2"
"9652","TTC37"
"9653","HS2ST1"
"9654","TTLL4"
"9655","SOCS5"
"9656","MDC1"
"9657","IQCB1"
"9658","ZNF516"
"9659","PDE4DIP"
"9662","CEP135"
"9663","LPIN2"
"9665","KIAA0430"
"9666","DZIP3"
"9667","SAFB2"
"9668","ZNF432"
"9669","EIF5B"
"9670","IPO13"
"9671","WSCD2"
"9672","SDC3"
"9673","SLC25A44"
"9675","KIAA0406"
"9677","HISPPD2A"
"9678","PHF14"
"9679","FAM53B"
"9681","DEPDC5"
"9682","JMJD2A"
"9683","N4BP1"
"9684","LRRC14"
"9685","CLINT1"
"9686","VGLL4"
"9687","GREB1"
"9688","NUP93"
"9689","BZW1"
"9690","UBE3C"
"9692","KIAA0391"
"9693","RAPGEF2"
"9694","TTC35"
"9695","EDEM1"
"9696","CROCC"
"9697","TRAM2"
"9698","PUM1"
"9699","RIMS2"
"9700","ESPL1"
"9701","SAPS2"
"9702","CEP57"
"9703","KIAA0100"
"9704","DHX34"
"9705","ST18"
"9706","ULK2"
"9708","PCDHGA8"
"9709","HERPUD1"
"9710","KIAA0355"
"9711","KIAA0226"
"9712","USP6NL"
"9715","FAM131B"
"9716","AQR"
"9717","SEC14L5"
"9718","ECE2"
"9719","ADAMTSL2"
"9720","CCDC144A"
"9721","GPRIN2"
"9722","NOS1AP"
"9723","SEMA3E"
"9724","UTP14C"
"9725","TMEM63A"
"9726","ZNF646"
"9727","RAB11FIP3"
"9728","SECISBP2L"
"9729","KIAA0408"
"9730","VPRBP"
"9731","KIAA0562"
"9732","DOCK4"
"9733","SART3"
"9734","HDAC9"
"9735","KNTC1"
"9736","USP34"
"9737","GPRASP1"
"9738","CP110"
"9739","SETD1A"
"9741","LAPTM4A"
"9742","IFT140"
"9743","RICS"
"9744","ACAP1"
"9745","ZNF536"
"9746","CLSTN3"
"9747","FAM115A"
"9748","SLK"
"9749","PHACTR2"
"9750","FAM65B"
"9751","SNPH"
"9752","PCDHA9"
"9753","ZSCAN12"
"9754","STARD8"
"9755","TBKBP1"
"9757","MLL4"
"9758","FRMPD4"
"9759","HDAC4"
"9760","TOX"
"9761","MLEC"
"9762","ProSAPiP1"
"9764","KIAA0513"
"9765","ZFYVE16"
"9766","KIAA0247"
"9767","PHF16"
"9768","KIAA0101"
"9770","RASSF2"
"9771","RAPGEF5"
"9772","KIAA0195"
"9774","BCLAF1"
"9775","EIF4A3"
"9776","KIAA0652"
"9777","TM9SF4"
"9778","KIAA0232"
"9779","TBC1D5"
"9780","FAM38A"
"9781","RNF144A"
"9782","MATR3"
"9783","RIMS3"
"9784","SNX17"
"9785","DHX38"
"9786","KIAA0586"
"9787","DLGAP5"
"9788","MTSS1"
"9789","SPCS2"
"9790","BMS1"
"9791","PTDSS1"
"9792","SERTAD2"
"9793","CKAP5"
"9794","MAML1"
"9796","PHYHIP"
"9797","TATDN2"
"9798","KIAA0174"
"9801","MRPL19"
"9802","DAZAP2"
"9804","TOMM20"
"9805","SCRN1"
"9806","SPOCK2"
"9807","IP6K1"
"9810","RNF40"
"9811","KIAA0427"
"9812","KIAA0141"
"9813","KIAA0494"
"9814","SFI1"
"9815","GIT2"
"9816","URB2"
"9817","KEAP1"
"9818","NUPL1"
"9819","TSC22D2"
"9820","CUL7"
"9821","RB1CC1"
"9823","ARMCX2"
"9824","ARHGAP11A"
"9825","SPATA2"
"9826","ARHGEF11"
"9827","RGP1"
"9828","ARHGEF17"
"9829","DNAJC6"
"9830","TRIM14"
"9831","ZNF623"
"9832","JAKMIP2"
"9833","MELK"
"9836","LCMT2"
"9837","GINS1"
"9839","ZEB2"
"9840","KIAA0748"
"9841","ZBTB24"
"9842","PLEKHM1"
"9843","HEPH"
"9844","ELMO1"
"9846","GAB2"
"9847","KIAA0528"
"9848","MFAP3L"
"9849","ZNF518A"
"9851","KIAA0753"
"9852","EPM2AIP1"
"9853","RUSC2"
"9854","C2CD2L"
"9855","FARP2"
"9856","KIAA0319"
"9857","CEP350"
"9858","KIAA0649"
"9859","CEP170"
"9860","LRIG2"
"9861","PSMD6"
"9862","MED24"
"9863","MAGI2"
"9865","KIAA0644"
"9866","TRIM66"
"9867","PJA2"
"9868","TOMM70A"
"9869","SETDB1"
"9870","KIAA0317"
"9871","SEC24D"
"9873","FCHSD2"
"9874","TLK1"
"9875","URB1"
"9877","ZC3H11A"
"9878","TOX4"
"9879","DDX46"
"9880","ZBTB39"
"9881","LBA1"
"9882","TBC1D4"
"9883","POM121"
"9884","LRRC37A"
"9885","OSBPL2"
"9886","RHOBTB1"
"9887","SMG7"
"9889","ZBED4"
"9890","LPPR4"
"9891","NUAK1"
"9892","SNAP91"
"9894","TELO2"
"9895","TECPR2"
"9896","FIG4"
"9897","KIAA0196"
"9898","UBAP2L"
"9899","SV2B"
"9900","SV2A"
"9901","SRGAP3"
"9902","MRC2"
"9903","KLHL21"
"9904","RBM19"
"9905","SGSM2"
"9906","SLC35E2"
"9907","KIAA0415"
"9908","G3BP2"
"9909","DENND4B"
"9910","RABGAP1L"
"9911","TMCC2"
"9912","RICH2"
"9913","SUPT7L"
"9914","ATP2C2"
"9915","ARNT2"
"9917","FAM20B"
"9918","NCAPD2"
"9919","SEC16A"
"9920","KBTBD11"
"9921","RNF10"
"9922","IQSEC1"
"9923","ZBTB40"
"9924","PAN2"
"9925","ZBTB5"
"9926","LPGAT1"
"9927","MFN2"
"9928","KIF14"
"9929","JOSD1"
"9931","HELZ"
"9933","KIAA0020"
"9934","P2RY14"
"9935","MAFB"
"9936","CD302"
"9937","DCLRE1A"
"9938","ARHGAP25"
"9939","RBM8A"
"9940","DLEC1"
"9941","EXOG"
"9942","XYLB"
"9943","OXSR1"
"9945","GFPT2"
"9946","CRYZL1"
"9947","MAGEC1"
"9948","WDR1"
"9949","AMMECR1"
"9950","GOLGA5"
"9951","HS3ST4"
"9952","HS3ST3B2"
"9953","HS3ST3B1"
"9954","HS3ST3A2"
"9955","HS3ST3A1"
"9956","HS3ST2"
"9957","HS3ST1"
"9958","USP15"
"9960","USP3"
"9961","MVP"
"9962","SLC23A2"
"9963","SLC23A1"
"9965","FGF19"
"9966","TNFSF15"
"9967","THRAP3"
"9968","MED12"
"9969","MED13"
"9970","NR1I3"
"9971","NR1H4"
"9972","NUP153"
"9973","CCS"
"9975","NR1D2"
"9976","CLEC2B"
"9978","RBX1"
"9980","DOPEY2"
"9982","FGFBP1"
"9984","THOC1"
"9985","REC8"
"9986","RCE1"
"9987","HNRPDL"
"9988","DMTF1"
"9989","PPP4R1"
"9990","SLC12A6"
"9991","ROD1"
"9992","KCNE2"
"9993","DGCR2"
"9994","CASP8AP2"
"9997","SCO2"
"10000","AKT3"
"10001","MED6"
"10002","NR2E3"
"10003","NAALAD2"
"10004","NAALADL1"
"10005","ACOT8"
"10006","ABI1"
"10007","GNPDA1"
"10008","KCNE3"
"10009","ZBTB33"
"10010","TANK"
"10011","SRA1"
"10013","HDAC6"
"10014","HDAC5"
"10015","PDCD6IP"
"10016","PDCD6"
"10017","BCL2L10"
"10018","BCL2L11"
"10019","SH2B3"
"10020","GNE"
"10021","HCN4"
"10022","INSL5"
"10023","FRAT1"
"10024","TROAP"
"10025","MED16"
"10026","PIGK"
"10036","CHAF1A"
"10038","PARP2"
"10039","PARP3"
"10040","TOM1L1"
"10042","HMGXB4"
"10043","TOM1"
"10044","SH2D3C"
"10045","SH2D3A"
"10046","MAMLD1"
"10047","CST8"
"10048","RANBP9"
"10049","DNAJB6"
"10050","SLC17A4"
"10051","SMC4"
"10052","GJC1"
"10053","AP1M2"
"10054","UBA2"
"10055","SAE1"
"10056","FARSB"
"10057","ABCC5"
"10058","ABCB6"
"10059","DNM1L"
"10060","ABCC9"
"10061","ABCF2"
"10062","NR1H3"
"10063","COX17"
"10066","SCAMP2"
"10067","SCAMP3"
"10068","IL18BP"
"10069","RWDD2B"
"10071","MUC12"
"10072","DPP3"
"10073","SNUPN"
"10075","HUWE1"
"10076","PTPRU"
"10077","TSPAN32"
"10078","TSSC4"
"10079","ATP9A"
"10081","PDCD7"
"10082","GPC6"
"10083","USH1C"
"10084","PQBP1"
"10085","EDIL3"
"10086","HHLA1"
"10087","COL4A3BP"
"10089","KCNK7"
"10090","UST"
"10092","ARPC5"
"10093","ARPC4"
"10094","ARPC3"
"10095","ARPC1B"
"10096","ACTR3"
"10097","ACTR2"
"10098","TSPAN5"
"10099","TSPAN3"
"10100","TSPAN2"
"10101","NUBP2"
"10102","TSFM"
"10103","TSPAN1"
"10105","PPIF"
"10106","CTDSP2"
"10107","TRIM10"
"10109","ARPC2"
"10110","SGK2"
"10111","RAD50"
"10112","KIF20A"
"10113","PREB"
"10114","HIPK3"
"10116","FEM1B"
"10117","ENAM"
"10120","ACTR1B"
"10121","ACTR1A"
"10123","ARL4C"
"10124","ARL4A"
"10125","RASGRP1"
"10126","DNAL4"
"10127","ZNF263"
"10128","LRPPRC"
"10129","FRY"
"10130","PDIA6"
"10131","TRAP1"
"10133","OPTN"
"10134","BCAP31"
"10135","NAMPT"
"10136","ELA3A"
"10137","RBM12"
"10138","YAF2"
"10139","ARFRP1"
"10140","TOB1"
"10141","C4orf6"
"10142","AKAP9"
"10143","CLEC3A"
"10144","FAM13A"
"10146","G3BP1"
"10147","SFRS14"
"10148","EBI3"
"10149","GPR64"
"10150","MBNL2"
"10152","ABI2"
"10153","CEBPZ"
"10154","PLXNC1"
"10155","TRIM28"
"10156","RASA4"
"10157","AASS"
"10158","PDZK1IP1"
"10159","ATP6AP2"
"10160","FARP1"
"10161","P2RY5"
"10162","LPCAT3"
"10163","WASF2"
"10164","CHST4"
"10165","SLC25A13"
"10166","SLC25A15"
"10168","ZNF197"
"10169","SERF2"
"10170","DHRS9"
"10171","RCL1"
"10172","ZNF256"
"10174","SORBS3"
"10175","CNIH"
"10178","ODZ1"
"10179","RBM7"
"10180","RBM6"
"10181","RBM5"
"10184","LHFPL2"
"10186","LHFP"
"10188","TNK2"
"10189","THOC4"
"10190","TXNDC9"
"10193","RNF41"
"10194","TSHZ1"
"10195","ALG3"
"10196","PRMT3"
"10197","PSME3"
"10198","MPHOSPH9"
"10199","MPHOSPH10"
"10200","MPHOSPH6"
"10201","NME6"
"10202","DHRS2"
"10203","CALCRL"
"10204","NUTF2"
"10205","MPZL2"
"10206","TRIM13"
"10207","INADL"
"10208","USPL1"
"10209","EIF1"
"10210","TOPORS"
"10211","FLOT1"
"10212","DDX39"
"10213","PSMD14"
"10214","SSX3"
"10215","OLIG2"
"10216","PRG4"
"10217","CTDSPL"
"10218","ANGPTL7"
"10219","KLRG1"
"10220","GDF11"
"10221","TRIB1"
"10223","GPA33"
"10224","ZNF443"
"10225","CD96"
"10226","M6PRBP1"
"10227","MFSD10"
"10228","STX6"
"10229","COQ7"
"10231","RCAN2"
"10232","MSLN"
"10233","LRRC23"
"10234","LRRC17"
"10235","RASGRP2"
"10236","HNRNPR"
"10237","SLC35B1"
